file_size,num_sections,machine_type,timestamp,subsystem,file_characteristics,file_entropy,section_entropy_mean,section_entropy_max,section_entropy_min,section_entropy_std,high_entropy_sections_count,num_imports,dll_count,imports_by_ordinal_count,suspicious_api_count,num_exports,num_delay_imports,address_of_entry_point,size_of_code,size_of_image,size_of_headers,checksum_stored,code_to_image_ratio,section_raw_size_mean,section_virtual_size_mean,aslr_enabled,dep_enabled,has_signature,checksum_mismatch,has_wx_section,has_debug_directory,has_resource_directory,has_tls_directory,has_relocations,resource_size,has_pdb,has_tls_callbacks,overlay_size,timestamp_age_years,code_section_ratio,mean_vr_raw_ratio,non_standard_section_count,has_packer_signature,Label
762368,8,332,2693216475,2,33166,6.4383,4.2754,6.7566,0.0,2.4798,0,292,11,0,3,55,0,4096,454656,806912,1024,0,0.5635,95104.0,100352.0,0,0,0,0,0,0,1,1,1,200704,0,1,0,0.0,0.5635,3.0198,0,0,0
90624,5,332,103166,3,783,6.4173,3.1266,6.3726,0.0,2.6519,0,58,3,0,1,0,0,4096,78848,106496,1024,122185,0.7404,17920.0,17736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.7363,0.6862,1,0,0
22000,3,332,1343348682,3,258,6.783,2.9404,5.0286,0.0776,2.0941,0,1,1,0,0,0,0,11294,3584,32768,512,25275,0.1094,2048.0,1629.3333,1,1,0,0,0,1,1,0,1,1768,1,0,15344,13.84,0.0948,0.5846,0,0,0
37376,6,34404,1436498079,3,34,5.7261,3.7966,6.1994,2.0685,1.3643,0,102,21,0,0,0,0,23936,22016,57344,1024,91388,0.3839,6058.6667,6107.6667,1,1,0,0,0,1,1,0,1,1976,1,0,0,10.89,0.3817,0.9758,0,0,0
158488,5,34404,1484856387,2,35,6.1799,4.8627,6.2517,3.7531,0.9824,0,64,6,0,0,3,0,29956,30208,167936,1024,186174,0.1799,30822.4,30658.0,0,1,0,0,0,1,1,0,0,99280,1,0,3352,9.35,0.1788,0.9721,0,0,0
55664,11,34404,39778320,2,39,6.1045,2.5972,6.0308,0.0,2.2055,0,138,10,0,2,0,0,5328,16384,81920,1024,67219,0.2,3258.1818,4274.1818,0,0,0,0,0,0,1,1,0,4984,0,1,18800,55.14,0.1972,0.6147,3,0,0
53760,6,332,1436499034,2,258,6.0596,4.0298,6.3717,0.1833,2.4791,0,112,30,0,1,0,24,17920,18432,73728,1024,89420,0.25,8789.3333,8660.6667,1,0,0,0,0,1,1,0,1,26464,1,0,0,10.89,0.2458,1.0062,1,0,0
56008,11,34404,31942688,2,39,6.0164,2.5563,5.7252,0.0,2.1552,0,156,10,0,2,0,0,5328,15360,69632,1024,59859,0.2206,3211.6364,3202.9091,0,0,0,0,0,0,1,1,0,5024,0,1,19656,55.39,0.2134,0.613,3,0,0
137504,7,34404,1499372440,3,34,6.2764,4.2634,6.437,1.4675,1.6356,0,74,1,0,2,0,0,7716,77312,151552,1024,153137,0.5101,18505.1429,18890.5714,1,1,0,0,0,1,1,0,1,920,0,0,6944,8.89,0.5093,1.103,1,0,0
42504,11,34404,0,2,39,6.1121,2.4797,6.0155,0.0,2.1527,0,82,6,0,2,0,0,5328,9216,61440,1024,52864,0.15,2327.2727,2314.1818,0,0,0,0,0,0,1,1,0,5016,0,1,15880,56.4,0.1488,0.5895,3,0,0
176640,6,34404,1484588584,3,34,5.8074,3.6689,6.2338,0.7074,2.1026,0,198,4,0,1,0,0,124276,121856,196608,1024,200425,0.6198,29269.3333,29226.0,1,1,0,0,0,0,1,0,1,964,0,0,0,9.36,0.6173,1.248,0,0,0
45776,11,34404,0,2,39,5.9993,2.4334,5.9588,0.0,2.1196,0,101,10,0,2,0,0,5328,9728,65536,1024,77586,0.1484,2513.4545,2449.8182,0,0,0,0,0,0,1,1,0,4992,0,1,17104,56.4,0.1478,0.5809,3,0,0
150016,9,34404,0,3,559,5.6901,2.8997,5.6038,0.0,2.2205,0,245,4,0,1,0,0,5376,117760,217088,1024,180203,0.5425,16554.6667,21083.5556,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.5405,0.7393,2,0,0
57456,11,34404,23234592,2,39,6.1749,2.6329,6.0933,0.0,2.19,0,121,10,0,2,0,0,5328,18944,77824,1024,113159,0.2434,3490.9091,3508.7273,0,0,0,0,0,0,1,1,0,5032,0,1,18032,55.67,0.2413,0.6331,3,0,0
41472,9,34404,155,3,559,5.6864,2.5842,6.0372,0.0,2.1712,0,84,3,0,1,0,0,5376,23552,69632,1024,42679,0.3382,4494.2222,4551.5556,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.3341,0.6772,2,0,0
100864,6,332,1482201872,3,258,6.4972,4.1803,6.6059,0.4139,2.3307,0,141,14,0,1,0,0,77060,78336,118784,1024,0,0.6595,16640.0,16573.6667,1,1,0,0,0,1,1,0,1,480,0,0,0,9.44,0.6588,0.918,1,0,0
52736,5,332,66326,3,783,6.32,3.104,6.2969,0.0,2.6318,0,60,3,0,1,0,0,4096,40448,69632,1024,90839,0.5809,10342.4,10436.8,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.5739,0.6964,1,0,0
33936,3,332,1430975989,2,259,6.4805,3.8008,6.1912,0.7702,2.2589,0,91,6,0,2,0,0,19844,23040,36864,1024,54824,0.625,8704.0,8674.0,1,0,0,0,0,1,1,0,0,2152,1,0,6800,11.06,0.619,1.2952,0,0,0
65536,3,332,1368109313,2,259,6.391,4.7201,6.6181,2.2513,1.8279,0,79,1,0,3,0,0,9747,51712,81920,1024,0,0.6312,21504.0,23731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,0.631,1.5627,0,0,0
25080,3,332,1343348561,3,258,6.8236,3.283,5.6696,0.0815,2.3529,0,1,1,0,0,0,0,13422,5632,32768,512,27528,0.1719,2901.3333,2458.6667,1,1,0,0,0,1,1,0,1,2128,1,0,15864,13.84,0.1598,0.5948,0,0,0
54936,11,34404,131104,2,39,6.1537,2.6732,6.0756,0.0,2.1286,0,119,11,0,2,0,0,5328,16896,73728,1024,84707,0.2292,3258.1818,3296.3636,0,0,0,0,0,0,1,1,0,5024,0,1,18072,56.4,0.2271,0.6639,3,0,0
73736,11,34404,9771040,2,39,5.979,2.5602,5.9117,0.0,2.1778,0,225,12,0,2,0,0,5328,23040,86016,1024,75875,0.2679,4561.4545,4631.2727,0,0,0,0,0,0,1,1,0,5000,0,1,22536,56.1,0.2622,0.6118,3,0,0
61952,7,332,1482201996,3,258,6.3205,3.5843,6.4148,0.0204,2.5088,0,137,11,0,2,0,0,42643,44032,81920,1024,0,0.5375,8704.0,8554.1429,1,1,0,0,0,1,1,1,1,480,0,1,0,9.44,0.5364,0.9037,1,0,0
119296,6,34404,1484588935,3,34,6.1793,4.1879,6.024,1.5441,1.8163,0,340,7,0,0,0,0,87200,84992,135168,1024,170074,0.6288,19712.0,19633.3333,1,1,0,0,0,0,1,0,1,964,0,0,0,9.36,0.6285,0.9032,0,0,0
17408,9,34404,0,3,559,4.7433,2.1354,5.9045,0.0,1.9279,0,59,4,0,1,0,0,5376,7680,45056,1024,49836,0.1705,1820.4444,1784.0,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.166,0.5612,2,0,0
388608,10,34404,0,3,559,6.3376,3.3069,6.1633,0.0,2.4213,0,222,4,0,1,0,0,5376,175616,417792,1024,444381,0.4203,38758.4,38985.6,0,0,0,0,0,0,1,1,0,23896,0,1,0,56.4,0.4202,0.7998,2,0,0
419688,2,34404,1238349745,2,302,5.9411,4.8433,6.0218,3.6648,1.1785,0,0,0,0,0,0,0,0,393216,417792,4096,453324,0.9412,204800.0,201916.0,0,0,0,0,0,1,1,0,0,12584,0,0,5992,17.16,0.9365,0.8815,0,0,0
51584,11,34404,11069472,2,39,6.0495,2.5002,5.9602,0.0,2.1307,0,115,10,0,2,0,0,5328,13824,69632,1024,106110,0.1985,2978.9091,2931.2727,0,0,0,0,0,0,1,1,0,4992,0,1,17792,56.05,0.1952,0.5991,3,0,0
82944,5,332,1436499018,2,258,7.1301,4.2752,7.2741,0.1833,2.3319,1,28,8,0,0,0,0,5824,3584,98304,1024,88026,0.0365,16384.0,16256.4,1,1,0,0,0,1,1,0,1,75552,1,0,0,10.89,0.0337,1.0092,0,0,0
25032,5,332,1343345232,3,290,6.7519,3.4061,5.7226,0.3075,1.9157,0,45,2,0,2,0,0,5530,3072,24576,1024,34273,0.125,1638.4,1526.0,1,1,0,0,0,1,1,0,1,1460,1,0,15816,13.84,0.1229,1.0312,0,0,0
58320,11,34404,19675168,2,39,5.9935,2.5876,5.837,0.0,2.1251,0,167,11,0,2,0,0,5328,14848,73728,1024,73872,0.2014,3351.2727,3349.4545,0,0,0,0,0,0,1,1,0,5008,0,1,20432,55.78,0.1998,0.6377,3,0,0
77784,3,332,1343347307,3,258,6.0964,3.098,5.6308,0.0815,2.2912,0,1,1,0,0,0,0,67006,58880,90112,512,99020,0.6534,20480.0,20157.3333,1,1,0,0,0,1,1,0,1,1640,0,0,15832,13.84,0.6527,0.6077,0,0,0
1046016,7,332,1482202162,2,258,6.6872,4.2626,6.6827,0.0204,2.6931,0,444,16,0,2,0,0,179760,176640,1073152,1024,0,0.1646,149284.5714,150200.2857,1,1,0,0,0,1,1,1,1,288592,0,1,0,9.44,0.1643,1.2981,1,0,0
886768,5,332,1501530050,2,290,6.5469,5.7524,6.57,4.8426,0.7418,0,282,15,9,2,0,38,381454,636928,897024,1024,924962,0.71,175616.0,176738.0,1,1,0,0,0,1,1,0,1,6440,0,0,7664,8.82,0.7097,1.0407,0,0,0
112128,5,332,332384,3,783,5.7448,2.8838,6.4191,0.0,2.5252,0,38,2,0,1,0,0,4096,57856,335872,1024,171835,0.1723,22220.8,63516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.39,0.1709,0.6666,1,0,0
407040,6,34404,1484591815,3,34,6.2798,4.7214,6.1489,2.5934,1.3697,0,446,5,0,1,0,0,330096,329216,425984,1024,454766,0.7728,67669.3333,68056.3333,1,1,0,0,0,0,1,0,1,964,0,0,0,9.36,0.772,1.2618,0,0,0
82944,6,34404,1436498073,3,34,5.8705,3.4771,6.1051,0.6612,1.9698,0,156,21,11,1,0,0,58672,59392,102400,1024,136544,0.58,13653.3333,13643.6667,1,1,0,0,0,1,1,0,1,2080,1,0,0,10.89,0.5794,1.2644,0,0,0
67496,6,34404,1399494824,2,34,6.195,4.5465,6.1091,2.702,1.0219,0,138,5,5,2,0,15,33852,34304,81920,1024,82707,0.4188,9984.0,10628.6667,1,1,0,0,0,1,1,0,1,2032,0,0,6568,12.06,0.4168,1.1031,0,0,0
68696,3,332,1328929884,3,258,5.2572,3.1965,5.3898,0.0131,2.3039,0,1,1,0,0,0,0,23406,16384,65536,4096,123080,0.25,16384.0,13357.3333,1,1,0,0,0,1,1,0,1,24840,0,0,15448,14.29,0.2322,0.5994,0,0,0
37376,7,34404,1436498073,3,34,5.479,3.0163,6.0219,0.1552,1.8133,0,92,6,3,2,0,2,21680,20992,69632,1024,86893,0.3015,5193.1429,6172.2857,1,1,0,0,0,1,1,0,1,2056,1,0,0,10.89,0.2943,3.3477,1,0,0
660568,3,332,1328929669,2,258,6.5773,3.5384,6.5579,0.1019,2.6521,0,1,1,0,0,0,0,647086,638976,663552,512,703485,0.963,214869.3333,214586.6667,1,1,0,0,0,1,1,0,1,4848,0,0,15448,14.29,0.9628,0.6567,0,0,0
397656,5,34404,1485515224,2,35,6.1481,5.0291,6.4837,3.2166,1.1233,0,91,3,0,2,3,0,29948,155136,413696,1024,439731,0.375,77926.4,79560.6,0,1,0,0,0,1,1,0,0,157112,0,0,7000,9.33,0.3743,1.2302,0,0,0
34240,5,332,1343345674,3,290,6.688,4.285,5.6617,1.8491,1.3136,0,111,3,55,2,0,0,12059,11264,32768,1024,85489,0.3438,3481.6,3551.6,1,1,0,0,0,1,1,0,1,1460,0,0,15808,13.84,0.3434,1.1967,0,0,0
288240,5,332,1501534402,2,290,6.6146,5.6918,6.5886,4.7565,0.7867,0,247,11,9,2,0,0,213661,216576,286720,1024,344797,0.7554,55910.4,55935.0,1,1,0,0,0,1,1,0,1,11976,0,0,7664,8.82,0.7537,1.0012,0,0,0
262656,9,34404,0,3,559,6.2771,3.0145,6.2338,0.0,2.4432,0,196,10,0,2,0,0,5376,184320,286720,1024,317378,0.6429,29070.2222,29220.8889,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.6411,0.7214,2,0,0
23040,9,34404,38252,3,559,5.0731,2.2976,5.9033,0.0,1.9528,0,70,3,0,1,0,0,5376,11776,49152,1024,23286,0.2396,2446.2222,2409.3333,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.2311,0.5996,2,0,0
333704,5,34404,1484853358,2,1059,6.4891,5.2955,6.9576,3.2315,1.3484,0,111,3,0,2,5,0,29468,173056,352256,1024,361688,0.4913,65126.4,66606.2,0,1,0,0,0,1,1,0,0,71816,0,0,7048,9.35,0.4901,1.2237,0,0,0
27136,5,332,37576,3,783,6.2004,3.1386,6.229,0.0,2.6326,0,53,3,0,1,0,0,4096,19968,40960,1024,89959,0.4875,5222.4,5192.8,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.4861,0.7345,1,0,0
1532608,5,332,1439586040,2,258,6.8305,5.8493,7.8282,4.8013,1.1076,1,1199,21,14,3,0,0,588085,705024,1544192,1024,1567916,0.4566,304742.4,306328.0,1,1,0,0,0,1,1,0,1,375792,0,0,7872,10.79,0.4564,1.07,0,0,0
126976,5,332,1442983269,3,258,6.4061,5.3148,6.3901,4.0114,0.9301,0,107,6,0,1,0,0,98686,101888,143360,1024,0,0.7107,25190.4,25292.2,1,1,0,0,0,1,1,0,1,480,0,0,0,10.68,0.7077,1.6817,0,0,0
669224,5,332,1456284816,2,258,6.51,5.6902,6.5472,4.6767,0.7,0,152,8,1,3,0,0,272694,443904,671744,1024,680351,0.6608,129433.6,130925.4,1,1,0,0,0,1,1,0,1,49601,0,0,21032,10.26,0.6604,1.1432,0,0,0
42904,5,34404,1484855521,3,35,5.9975,4.4964,5.8981,3.1913,0.9384,0,103,7,0,0,3,0,20008,18432,53248,1024,84283,0.3462,6963.2,6717.4,0,1,0,0,0,1,1,0,0,436,0,0,7064,9.35,0.34,0.9002,0,0,0
30720,10,34404,19,3,559,5.5191,2.5832,6.1341,0.0,2.0534,0,74,4,0,1,0,0,5376,16384,61440,1024,49261,0.2667,2969.6,3007.2,0,0,0,0,0,0,1,1,0,1504,0,1,0,56.4,0.2664,0.6683,2,0,0
271872,9,34404,0,3,559,6.2385,2.9774,6.2131,0.0,2.3428,0,389,15,0,2,0,0,5376,193536,307200,1024,284730,0.63,30094.2222,30499.5556,1,1,0,0,0,0,0,1,0,0,0,1,0,56.4,0.6296,0.7273,2,0,0
83456,6,34404,1436498233,2,34,5.6485,4.187,6.145,2.2637,1.177,0,150,9,0,1,0,0,36384,35840,98304,1024,136924,0.3646,13738.6667,13775.3333,1,1,0,0,0,1,1,0,1,24168,0,0,0,10.89,0.3641,1.0894,0,0,0
448000,5,34404,1463818747,3,35,6.1649,4.2912,6.285,1.9695,1.7026,0,123,5,7,2,0,0,309168,308224,466944,1024,0,0.6601,89395.2,91074.8,0,0,0,0,0,0,1,0,0,784,0,0,0,10.02,0.6592,1.704,0,0,0
696768,5,332,1343342329,2,290,5.9141,5.4201,6.0946,4.5321,0.6638,0,764,10,494,2,0,0,414907,430080,712704,1024,754061,0.6034,135987.2,139590.0,1,1,0,0,0,1,1,0,1,108848,0,0,15808,13.84,0.6029,1.0526,0,0,0
54216,5,332,1343269099,2,258,6.6074,5.19,6.3371,3.5208,0.9515,0,111,5,0,1,0,0,23083,22016,53248,1024,67801,0.4135,7577.6,7586.8,1,1,0,0,0,1,1,0,1,5472,0,0,15304,13.84,0.4066,1.022,0,0,0
49752,11,34404,0,2,39,5.9967,2.4479,5.8404,0.0,2.1194,0,120,10,0,2,0,0,5328,12288,65536,1024,113854,0.1875,2792.7273,2726.9091,0,0,0,0,0,0,1,1,0,5000,0,1,18008,56.4,0.1798,0.5861,3,0,0
53760,5,332,66362,3,783,6.3885,3.1508,6.3519,0.0,2.6588,0,67,3,0,1,0,0,4096,42496,69632,1024,87712,0.6103,10547.2,10680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.607,0.7145,1,0,0
54784,6,34404,1436498103,2,34,5.8274,4.1023,6.1833,1.3265,1.4318,0,150,10,11,1,0,0,33088,32256,73728,1024,61432,0.4375,8960.0,9080.1667,1,1,0,0,0,1,1,0,1,5376,0,0,0,10.89,0.4352,1.513,0,0,0
29184,9,34404,1879465991,3,559,5.3554,2.4679,5.8701,0.0,2.0876,0,117,6,0,1,0,0,5376,13824,61440,1024,84945,0.225,3128.8889,3105.3333,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2198,0.6263,2,0,0
42336,11,34404,0,2,39,6.0902,2.4666,6.0268,0.0,2.1283,0,79,6,0,2,0,0,5328,9216,61440,1024,65995,0.15,2327.2727,2291.2727,0,0,0,0,0,0,1,1,0,5032,0,1,15712,56.4,0.1478,0.5863,3,0,0
458432,2,332,1504844045,2,8450,4.1007,2.4573,3.9018,1.0129,1.4444,0,0,0,0,0,0,0,0,0,450560,512,486460,0.0,220928.0,220528.0,1,1,0,0,0,1,1,0,0,440944,0,0,16064,8.72,0.0,0.6089,0,0,0
1786880,5,332,1495111527,2,258,6.459,5.6519,6.4037,5.0473,0.4424,0,627,15,7,2,0,0,907436,992256,1888256,1024,1793502,0.5255,357171.2,373635.2,1,1,0,0,0,1,1,0,1,315916,0,0,0,9.03,0.5252,1.4177,0,0,0
104272,11,34404,33232928,2,39,6.0096,2.8713,5.9317,0.0,2.1946,0,234,12,0,2,0,0,5328,37376,110592,1024,152875,0.338,7261.0909,7229.4545,0,0,0,0,0,0,1,1,0,5000,0,1,23376,55.35,0.3372,0.6956,3,0,0
602200,5,34404,1328935683,3,34,6.0907,4.6875,6.0484,2.5807,1.2702,0,240,10,26,2,2,0,295816,542720,651264,1024,640833,0.8333,117145.6,127030.8,1,1,0,0,0,1,1,0,1,7196,0,0,15448,14.29,0.8329,1.8704,0,0,0
512960,7,34404,1502441819,2,34,6.6125,4.5261,6.4647,0.0,2.1033,0,160,7,0,2,0,0,83292,247808,528384,1024,565643,0.469,71021.7143,72978.0,1,1,0,0,0,1,1,1,1,150500,0,1,14784,8.8,0.4684,1.2386,0,0,0
150984,3,332,1343347157,3,258,5.7275,3.1019,5.4842,0.1019,2.2403,0,1,1,0,0,0,0,129054,121344,155648,512,182248,0.7796,44885.3333,44518.6667,1,1,0,0,0,1,1,0,1,12676,0,0,15816,13.84,0.7765,0.6699,0,0,0
86016,6,34404,1436498049,2,34,5.9692,4.1725,6.1028,0.9516,1.5621,0,195,9,11,3,0,0,59728,58368,106496,1024,143827,0.5481,14165.3333,14200.6667,1,1,0,0,0,1,1,0,1,4536,0,0,0,10.89,0.5442,1.1905,0,0,0
42432,5,332,1343345207,3,290,6.6789,4.2768,6.2858,2.3924,1.2638,0,109,3,0,2,0,0,17118,15360,36864,1024,90395,0.4167,5120.0,5023.6,1,1,0,0,0,1,1,0,1,3744,1,0,15808,13.84,0.4133,1.2495,0,0,0
1327200,9,332,1432138456,2,33166,6.6338,3.9483,6.7155,0.0,2.8168,0,520,24,0,4,0,0,1060868,1056256,1368064,1024,1363911,0.7721,146545.7778,149195.1111,0,0,0,0,0,0,1,1,1,167816,0,1,7264,11.02,0.7719,0.8603,1,0,0
47104,5,34404,1484850955,2,35,5.7214,4.6463,5.9606,3.2063,0.9059,0,124,4,0,0,3,0,26392,26112,61440,1024,103846,0.425,9216.0,8995.4,0,1,0,0,0,1,1,0,0,436,1,0,0,9.35,0.4184,0.9223,0,0,0
29696,5,332,45724,3,783,6.1168,3.0196,6.2246,0.0,2.5598,0,47,3,0,1,0,0,4096,21504,49152,1024,71624,0.4375,5734.4,5575.2,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.4315,0.6933,1,0,0
110416,11,34404,1493946074,2,34,5.6789,2.7625,5.6646,0.0,1.9358,0,101,12,0,4,2,2,66528,75776,167936,1024,126791,0.4512,9262.5455,11356.8182,0,0,0,0,0,0,1,1,1,1536,0,1,7504,9.06,0.4498,0.7671,1,0,0
34816,7,34404,1436498388,2,34,5.5351,3.2913,5.9275,0.7439,1.7459,0,81,6,8,1,0,16,19936,19456,57344,1024,97798,0.3393,4827.4286,4818.7143,1,1,0,0,0,1,1,0,1,2344,1,0,0,10.89,0.3363,1.2346,1,0,0
37376,5,332,1436498995,2,258,6.0798,4.5003,6.1935,0.8356,1.9292,0,98,6,8,1,0,0,25392,24064,49152,1024,61562,0.4896,7270.4,7157.2,1,1,0,0,0,1,1,0,1,6456,1,0,0,10.89,0.4855,1.2059,0,0,0
75264,4,34404,1368109337,2,35,6.1146,4.491,6.3787,1.8568,1.6928,0,81,1,0,2,0,0,11212,54784,94208,1024,0,0.5815,18560.0,20392.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,0.5788,1.3185,0,0,0
545216,7,34404,1502993395,2,34,5.9487,4.252,5.7566,2.1799,1.1885,0,103,4,0,2,0,0,53576,248832,552960,1024,558490,0.45,75629.7143,77025.7143,1,1,0,0,0,1,1,0,1,180176,0,0,14784,8.78,0.45,1.1347,0,0,0
38600,3,332,1504845641,2,258,6.3577,3.1361,5.2826,0.0815,2.2183,0,1,1,0,0,0,0,27150,19456,49152,512,62486,0.3958,7338.6667,6994.6667,1,1,0,0,0,1,1,0,1,2008,0,0,16072,8.72,0.3858,0.6595,0,0,0
76288,6,34404,1436498321,2,34,5.9541,3.5619,5.9959,0.3014,2.2187,0,105,19,1,0,0,0,10144,8704,94208,1024,137149,0.0924,12544.0,12522.3333,1,1,0,0,0,1,1,0,1,56376,0,0,0,10.89,0.091,1.1605,0,0,0
1116232,3,332,1461235704,2,258,6.1804,3.948,6.0072,0.1019,2.7219,0,1,1,0,0,0,0,890350,882176,1130496,512,1156357,0.7803,368469.3333,368146.6667,1,1,0,0,0,1,1,0,1,222264,0,0,10312,10.1,0.7803,0.6738,0,0,0
100352,5,332,111418,3,783,6.4463,3.2121,6.3855,0.0,2.692,0,68,3,0,1,0,0,4096,88576,114688,1024,115973,0.7723,19865.6,19848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.77,0.7126,1,0,0
126736,3,332,1337352429,3,258,5.8613,3.5301,6.1334,0.0131,2.5808,0,1,1,0,0,0,0,14046,8192,131072,4096,165133,0.0625,39594.6667,37013.3333,1,1,0,0,0,0,1,0,1,105168,0,0,3856,14.03,0.0447,0.5686,0,0,0
49448,11,34404,0,2,39,5.988,2.4746,5.8936,0.0,2.1151,0,123,10,0,2,0,0,5328,11264,65536,1024,92514,0.1719,2746.1818,2686.5455,0,0,0,0,0,0,1,1,0,5016,0,1,18216,56.4,0.1676,0.5898,3,0,0
362928,6,34404,1477375642,3,34,6.1777,4.9858,6.2958,3.5547,0.854,0,203,10,8,1,9,0,187600,199680,356352,1024,400628,0.5603,56746.6667,56921.6667,1,1,0,0,0,1,1,0,1,6032,0,0,21424,9.59,0.5593,0.9973,0,0,0
33800,3,332,1343348683,2,258,6.5504,3.1935,5.7318,0.0815,2.3421,0,1,1,0,0,0,0,23086,15360,40960,512,72248,0.375,5973.3333,5576.0,1,1,0,0,0,1,1,0,1,1816,0,0,15368,13.84,0.3638,0.6267,0,0,0
131440,5,332,1394593366,3,290,6.3673,5.1327,6.6399,3.3143,1.2717,0,95,7,0,2,0,0,22666,73728,143360,1024,133583,0.5143,24780.8,26355.2,1,1,0,0,0,1,1,0,1,2408,0,0,6512,12.21,0.5108,1.2245,0,0,0
85952,5,332,1343345222,3,290,6.3698,4.2346,6.5013,1.691,1.6336,0,174,4,0,2,0,0,32297,40960,229376,1024,117931,0.1786,13824.0,43019.6,1,1,0,0,0,1,1,0,1,15984,1,0,15808,13.84,0.1783,58.4601,0,0,0
40448,6,34404,1436498255,3,34,5.8419,3.1866,6.201,0.4269,2.0473,0,107,12,3,0,0,0,29456,27136,57344,1024,71500,0.4732,6570.6667,6558.3333,1,1,0,0,0,1,1,0,1,2160,0,0,0,10.89,0.4713,1.2121,0,0,0
129624,5,34404,1328933650,3,34,6.0526,3.5607,5.7641,1.0271,1.8734,0,130,6,0,2,2,0,40220,105984,139264,1024,162938,0.761,22630.4,24892.4,1,1,0,0,0,1,1,0,1,1704,0,0,15448,14.29,0.7578,5.8601,0,0,0
1197707,8,332,1349772503,2,33167,6.3638,3.3764,6.4758,0.0,2.6237,0,520,24,0,4,0,0,1036292,1031680,1224704,1024,0,0.8424,146624.0,149489.5,0,0,0,0,0,0,1,1,0,113368,0,1,23691,13.63,0.8417,0.8183,1,0,0
58816,5,332,1343345237,3,290,6.0687,4.2618,6.1755,3.1049,1.2175,0,146,4,0,2,0,0,9905,16896,61440,1024,66565,0.275,8396.8,9756.0,1,1,0,0,0,1,1,0,1,16012,1,0,15808,13.84,0.2732,4.0018,0,0,0
211320,4,332,1267348772,2,258,6.3842,5.5911,6.6269,3.9088,1.0539,0,241,10,13,4,0,189,134292,152064,266240,1024,270695,0.5712,51072.0,62196.0,1,0,0,0,0,1,1,0,1,32944,0,0,6008,16.25,0.5697,2.3781,0,0,0
90112,7,332,1579957646,3,33166,6.4411,3.6332,6.5764,0.0,2.5956,0,83,2,0,2,5,0,4096,65536,118784,1024,0,0.5517,12434.2857,16384.0,0,0,0,0,0,0,0,1,1,0,0,0,1536,6.34,0.5517,4.2596,0,0,0
323952,6,34404,1394855165,2,34,6.4157,5.4931,6.6668,4.4109,0.7793,0,407,8,239,2,1,0,182576,186368,368640,1024,372240,0.5056,52736.0,58476.6667,1,1,0,0,0,1,1,0,1,63296,0,0,6512,12.2,0.5043,1.8731,0,0,0
59960,11,34404,7702560,2,39,6.0238,2.5361,5.9492,0.0,2.1513,0,155,11,0,2,0,0,5328,18432,77824,1024,118828,0.2368,3584.0,3643.6364,0,0,0,0,0,0,1,1,0,5000,0,1,19512,56.16,0.2339,0.6071,3,0,0
548952,3,332,1328929470,2,258,6.4578,3.5732,6.447,0.1019,2.6246,0,1,1,0,0,0,0,522270,514560,557056,512,597928,0.9237,177664.0,177176.0,1,1,0,0,0,1,1,0,1,17432,0,0,15448,14.29,0.9229,0.6651,0,0,0
83456,7,34404,1436498487,2,34,5.7041,3.3822,6.2288,0.44,1.932,0,161,23,1,0,0,7,36848,35840,114688,1024,97977,0.3125,11776.0,12586.0,1,1,0,0,0,1,1,0,1,29240,0,0,0,10.89,0.3088,3.0078,1,0,0
442560,5,332,1438470873,3,258,6.026,4.6031,6.6252,1.6209,1.6491,0,190,7,0,3,0,0,4770,230912,462848,1024,468740,0.4989,86732.8,89226.2,1,1,0,0,0,1,1,0,1,1832,0,0,7872,10.82,0.4988,1.021,0,0,0
34304,5,332,1436499248,2,258,4.9372,4.072,5.818,0.3428,1.954,0,47,12,0,0,0,0,11488,9728,49152,1024,46334,0.1979,6656.0,6548.0,1,1,0,0,0,1,1,0,1,19552,1,0,0,10.88,0.1905,1.1426,0,0,0
58432,11,34404,131072,2,39,6.1529,2.6557,6.0379,0.0,2.164,0,118,11,0,2,0,0,5328,18944,77824,1024,104737,0.2434,3584.0,3576.7273,0,0,0,0,0,0,1,1,0,5000,0,1,17984,56.4,0.2413,0.632,3,0,0
22528,9,34404,38444,3,559,5.1243,2.333,5.8934,0.0,1.9789,0,65,3,0,1,0,0,5376,11776,49152,1024,50322,0.2396,2389.3333,2380.0,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.2301,0.6108,2,0,0
